algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05,ablation,training_rule_control,training_rules,algorithm_key,algorithm_display,delta_balanced_accuracy_vs_all,delta_recall_sensitivity_vs_all,delta_specificity_vs_all,delta_roc_auc_vs_all,delta_average_precision_vs_all,delta_patient_violation_rate_vs_all,delta_soft_rule_violation_vs_all
lightgbm:control_column_permuted,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.0917592755432159,1.0539845533676393,0.0489560835133189,142,0.0511159107271418,639,864.5,0.5852702177039141,0.560805073871342,0.5645042738010474,566,0.3455475578760179,0.2222222222222222,5.0,7.0,12.0,7.0,111.0,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.725875460489381,0.654597166302644,control_column_permuted,column_permuted,"LR01,LR02,LR03,LR04,LR05",lightgbm,LightGBM,-0.002356142563217478,-0.05263157894736836,0.047919293820933184,-0.0021317480333874483,0.002299260274463033,0.031317494600432,0.0680425858805469
lightgbm:control_reversed,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.0917592755432159,1.0539845533676393,0.0489560835133189,142,0.0511159107271418,639,864.5,0.5852702177039141,0.560805073871342,0.5645042738010474,566,0.3455475578760179,0.2222222222222222,5.0,7.0,12.0,7.0,111.0,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.725875460489381,0.654597166302644,control_reversed,reversed,"LR01,LR02,LR03,LR04,LR05",lightgbm,LightGBM,-0.002356142563217478,-0.05263157894736836,0.047919293820933184,-0.0021317480333874483,0.002299260274463033,0.031317494600432,0.0680425858805469
logistic:all_rules,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0201583873290136,57,0.0205183585313174,639,864.5,0.7399690318699369,0.7094589464809056,0.7170886026318833,566,0.4842736360764472,0.0892018779342723,4.0,31.0,1.0,19.0,2.0,0.8279708143968035,0.135103316950022,0.7998284295605904,0.8928541062428719,0.8264255487816486,all_rules,none,"LR01,LR02,LR03,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logistic:single_LR01,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0014398848092152,4,0.0014398848092152,10,10.0,0.8279708143968035,0.8279708143968035,0.8279708143968035,10,0.0064652722009826,0.4,4.0,,,,,0.8279708143968035,,,,,single_LR01,none,LR01,logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0187185025197984,0.08800178252686663
logistic:single_LR02,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.6958243340532757,0.722280164471709,0.2880228136882129,0.7593984962406015,0.6851618327028163,0.4176430048242591,0.3955673080142439,0.1189582597876723,1630,749,96,303,0.1407551180350323,0.7707188315471317,0.3734394757081634,9.818383515525634,6.501383664591675,0.0068394528437724,19,0.0068394528437724,108,108.0,0.126047736732085,0.126047736732085,0.126047736732085,108,0.0052446876890593,0.1759259259259259,,19.0,,,,,0.126047736732085,,,,single_LR02,none,LR02,logistic,Logistic Regression,0.025799049957807574,-0.05012531328320802,0.10172341319882305,0.002019550768472267,0.006493249372680587,-0.0133189344852412,-0.6139212951378519
logistic:single_LR03,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0003599712023038,1,0.0003599712023038,51,51.0,0.7998284295605904,0.7998284295605904,0.7998284295605904,51,0.029644697335393,0.0196078431372549,,,1.0,,,,,0.7998284295605904,,,single_LR03,none,LR03,logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0197984161267098,0.059859397690653515
logistic:single_LR04,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0068394528437724,19,0.0068394528437724,19,19.0,0.8928541062428721,0.8928541062428721,0.8928541062428719,19,0.0152836595305985,1.0,,,,19.0,,,,,0.8928541062428719,,single_LR04,none,LR04,logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0133189344852412,0.1528850743729352
logistic:single_LR05,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0007199424046076,2,0.0007199424046076,451,676.5,0.8264255487816486,0.8264255487816488,0.8264255487816486,451,0.4272296052711125,0.0044345898004434,,,,,2.0,,,,,0.8264255487816486,single_LR05,none,LR05,logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.019438444924406002,0.08645651691171174
logistic:leave_out_LR01,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0187185025197984,53,0.0190784737221022,629,854.5,0.7389391689965974,0.7075748150355017,0.7145621467608096,561,0.4778083638754644,0.0842607313195548,,31.0,1.0,19.0,2.0,,0.135103316950022,0.7998284295605904,0.8928541062428719,0.8264255487816486,leave_out_LR01,none,"LR02,LR03,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0014398848092152007,-0.0010298628733395043
logistic:leave_out_LR02,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0089992800575953,26,0.0093592512598992,531,756.5,0.8263213084216233,0.8262770406227801,0.8289552394933346,487,0.4786232343380868,0.0489642184557438,4.0,,1.0,19.0,2.0,0.8279708143968035,,0.7998284295605904,0.8928541062428719,0.8264255487816486,leave_out_LR02,none,"LR01,LR03,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0111591072714183,0.08635227655168642
logistic:leave_out_LR03,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0201583873290136,56,0.0201583873290136,588,813.5,0.7362163222421271,0.7016207770301166,0.7152604511246181,559,0.454628938741054,0.0952380952380952,4.0,31.0,,19.0,2.0,0.8279708143968035,0.135103316950022,,0.8928541062428719,0.8264255487816486,leave_out_LR03,none,"LR01,LR02,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,0.0,-0.003752709627809825
logistic:leave_out_LR04,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0133189344852411,38,0.0136789056875449,620,845.5,0.7365334122211069,0.7038387722301357,0.7105983961150208,548,0.4689899765458484,0.0612903225806451,4.0,31.0,1.0,,2.0,0.8279708143968035,0.135103316950022,0.7998284295605904,,0.8264255487816486,leave_out_LR04,none,"LR01,LR02,LR03,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.006839452843772501,-0.0034356196488299906
logistic:leave_out_LR05,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0197984161267098,55,0.0197984161267098,188,188.0,0.4288635335147612,0.4288635335147612,0.4205023646833645,178,0.0570440308053345,0.2925531914893617,4.0,31.0,1.0,19.0,,0.8279708143968035,0.135103316950022,0.7998284295605904,0.8928541062428719,,leave_out_LR05,none,"LR01,LR02,LR03,LR04",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0003599712023037993,-0.3111054983551757
logistic:control_permuted,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0201583873290136,57,0.0205183585313174,639,864.5,0.7399690318699369,0.7094589464809056,0.7170886026318833,566,0.4842736360764472,0.0892018779342723,4.0,31.0,1.0,19.0,2.0,0.8279708143968035,0.135103316950022,0.7998284295605904,0.8928541062428719,0.8264255487816486,control_permuted,permuted,"LR01,LR02,LR03,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logistic:control_column_permuted,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0201583873290136,57,0.0205183585313174,639,864.5,0.7399690318699369,0.7094589464809056,0.7170886026318833,566,0.4842736360764472,0.0892018779342723,4.0,31.0,1.0,19.0,2.0,0.8279708143968035,0.135103316950022,0.7998284295605904,0.8928541062428719,0.8264255487816486,control_column_permuted,column_permuted,"LR01,LR02,LR03,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logistic:control_reversed,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0201583873290136,57,0.0205183585313174,639,864.5,0.7399690318699369,0.7094589464809056,0.7170886026318833,566,0.4842736360764472,0.0892018779342723,4.0,31.0,1.0,19.0,2.0,0.8279708143968035,0.135103316950022,0.7998284295605904,0.8928541062428719,0.8264255487816486,control_reversed,reversed,"LR01,LR02,LR03,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neural:all_rules,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.0215982721382289,62,0.0223182145428365,639,864.5,0.6017590767181642,0.5774755367074486,0.5790998315232556,566,0.3561499097824015,0.0970266040688575,6.0,14.0,8.0,8.0,26.0,0.8299908118632933,0.0655157441779235,0.6984573519892162,0.8201171990091863,0.6705714140434289,all_rules,none,"LR01,LR02,LR03,LR04,LR05",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,0.0,0.0
neural:single_LR01,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.7167026637868971,0.7282123973237002,0.3024439918533605,0.7443609022556391,0.7120638923917613,0.4301230992034757,0.3280130238251943,0.0974188877937475,1694,685,102,297,0.118138941625754,0.8006107113095896,0.4858625869429147,0.2035319257139493,1.0870554357364073,0.0010799136069114,3,0.0010799136069114,10,10.0,0.7571264835695427,0.7571264835695427,0.7571264835695426,10,0.0057851137122114,0.3,3.0,,,,,0.7571264835695426,,,,,single_LR01,none,LR01,neural,Neural Network (MLP),-0.0014791076050781893,0.0025062656641604564,-0.005464480874316946,-0.0027949234161486203,-0.0006289449409933034,-0.020518358531317497,0.1553674068513785
neural:single_LR02,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.730381569474442,0.7299411833492938,0.3122317596566523,0.7293233082706767,0.7305590584279109,0.4372652141247182,0.3283215510223741,0.0975419078602017,1738,641,108,291,0.118138941625754,0.8005327526466439,0.4818918621612225,0.2450866344354508,1.081333609963023,0.0021598272138228,6,0.0021598272138228,108,108.0,0.0511049538258647,0.0511049538258647,0.0511049538258647,108,0.0020661993523906,0.0555555555555555,,6.0,,,,,0.0511049538258647,,,,single_LR02,none,LR02,neural,Neural Network (MLP),0.0002496784205153757,-0.012531328320801949,0.0130306851618327,-0.0028728820790943077,-0.0045996697226854955,-0.0194384449244061,-0.5506541228922995
neural:single_LR03,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7235421166306696,0.7322056718087779,0.308411214953271,0.7443609022556391,0.7200504413619168,0.4361233480176211,0.327349250903042,0.0973657757495432,1713,666,102,297,0.118138941625754,0.8027387721089188,0.4817713943173765,0.2049429726713698,1.0868171716504351,0.0025197984161267,7,0.0025197984161267,51,51.0,0.665658748751275,0.665658748751275,0.6656587487512748,51,0.0230260722203711,0.1372549019607843,,,7.0,,,,,0.6656587487512748,,,single_LR03,none,LR03,neural,Neural Network (MLP),0.002514166879999502,0.0025062656641604564,0.0025220680958385477,-0.0006668626168194747,-0.0047201375665315015,-0.0190784737221022,0.06389967203311075
neural:single_LR04,0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.7167026637868971,0.7323842392867415,0.304040404040404,0.7543859649122807,0.7103825136612022,0.4334053275737941,0.3263861409331325,0.0971713916124078,1690,689,98,301,0.118138941625754,0.8051428487148936,0.4785954793000799,0.2743749131827006,1.1355196723700542,0.0007199424046076,2,0.0007199424046076,19,19.0,0.6499571813956686,0.6499571813956686,0.6499571813956687,19,0.0082580802322925,0.1052631578947368,,,,2.0,,,,,0.6499571813956687,,single_LR04,none,LR04,neural,Neural Network (MLP),0.0026927343579630225,0.01253132832080206,-0.007145859604876015,0.001737213989155384,-0.007896052583828084,-0.0208783297336213,0.048198104677504405
neural:single_LR05,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.6925845932325414,0.7266463763443919,0.287977632805219,0.7744360902255639,0.6788566624632199,0.4198369565217391,0.3270295248514736,0.097133532774627,1615,764,90,309,0.118138941625754,0.803607905851219,0.4860561704961714,0.0116306739420746,1.0567299231316092,0.0014398848092152,4,0.0014398848092152,451,676.5,0.6062013552595048,0.6062013552595049,0.6062013552595048,451,0.2456511007779842,0.0088691796008869,,,,,4.0,,,,,0.6062013552595048,single_LR05,none,LR05,neural,Neural Network (MLP),-0.003045128584386547,0.03258145363408527,-0.03867171080285836,0.00020227112548076853,-0.00043536138773658806,-0.020158387329013698,0.004442278541340605
neural:leave_out_LR01,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.019438444924406,56,0.0201583873290136,629,854.5,0.5990881377463078,0.573460985433111,0.5745755186328957,561,0.3481999145310646,0.0890302066772655,,14.0,8.0,8.0,26.0,,0.0655157441779235,0.6984573519892162,0.8201171990091863,0.6705714140434289,leave_out_LR01,none,"LR02,LR03,LR04,LR05",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,-0.0021598272138229,-0.0026709389718564402
neural:leave_out_LR02,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.6886249100071994,0.7264204015713938,0.2858455882352941,0.7794486215538847,0.6733921815889029,0.4182918628110289,0.3265453381527656,0.096976634643743,1602,777,88,311,0.118138941625754,0.8048457629993436,0.4872247593543134,-0.0390160154083416,1.0362747647008967,0.0061195104391648,17,0.0061195104391648,531,756.5,0.5999606085362992,0.6028696415841823,0.6079926848409011,487,0.2745008628835509,0.032015065913371,4.0,,5.0,6.0,2.0,0.7721389590452115,,0.5923243325228005,0.7737372515298295,0.5931105129778694,leave_out_LR02,none,"LR01,LR03,LR04,LR05",neural,Neural Network (MLP),-0.003271103357384675,0.03759398496240607,-0.04413619167717531,0.001440128273605401,0.0007332274704054398,-0.015478761699064099,-0.0017984681818650206
neural:leave_out_LR03,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.019438444924406,54,0.019438444924406,588,813.5,0.5956968615505874,0.566982215994234,0.5740436951778096,559,0.3299985244781168,0.0918367346938775,6.0,14.0,,8.0,26.0,0.8299908118632933,0.0655157441779235,,0.8201171990091863,0.6705714140434289,leave_out_LR03,none,"LR01,LR02,LR04,LR05",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,-0.0021598272138229,-0.006062215167576768
neural:leave_out_LR04,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.0187185025197984,54,0.019438444924406,620,845.5,0.5968521526217366,0.57003974383046,0.570599047191584,548,0.3423672025933396,0.0870967741935483,6.0,14.0,8.0,,26.0,0.8299908118632933,0.0655157441779235,0.6984573519892162,,0.6705714140434289,leave_out_LR04,none,"LR01,LR02,LR03,LR05",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,-0.0028797696184304986,-0.004906924096427567
neural:leave_out_LR05,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.0129589632829373,36,0.0129589632829373,188,188.0,0.3541444692684747,0.3541444692684747,0.343892644904205,178,0.0505649348010699,0.1914893617021276,6.0,14.0,8.0,8.0,,0.8299908118632933,0.0655157441779235,0.6984573519892162,0.8201171990091863,,leave_out_LR05,none,"LR01,LR02,LR03,LR04",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,-0.008639308855291598,-0.2476146074496895
neural:control_permuted,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.0215982721382289,62,0.0223182145428365,639,864.5,0.6017590767181642,0.5774755367074486,0.5790998315232556,566,0.3561499097824015,0.0970266040688575,6.0,14.0,8.0,8.0,26.0,0.8299908118632933,0.0655157441779235,0.6984573519892162,0.8201171990091863,0.6705714140434289,control_permuted,permuted,"LR01,LR02,LR03,LR04,LR05",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,0.0,0.0
neural:control_column_permuted,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.0215982721382289,62,0.0223182145428365,639,864.5,0.6017590767181642,0.5774755367074486,0.5790998315232556,566,0.3561499097824015,0.0970266040688575,6.0,14.0,8.0,8.0,26.0,0.8299908118632933,0.0655157441779235,0.6984573519892162,0.8201171990091863,0.6705714140434289,control_column_permuted,column_permuted,"LR01,LR02,LR03,LR04,LR05",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,0.0,0.0
neural:control_reversed,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.3057851239669421,0.7418546365914787,0.7175283732660782,0.4330651060716898,0.3266836116287911,0.0970622717167395,1707,672,103,296,0.118138941625754,0.8034056347257382,0.486491531883908,0.2459355923922429,1.100790695498748,0.0215982721382289,62,0.0223182145428365,639,864.5,0.6017590767181642,0.5774755367074486,0.5790998315232556,566,0.3561499097824015,0.0970266040688575,6.0,14.0,8.0,8.0,26.0,0.8299908118632933,0.0655157441779235,0.6984573519892162,0.8201171990091863,0.6705714140434289,control_reversed,reversed,"LR01,LR02,LR03,LR04,LR05",neural,Neural Network (MLP),0.0,0.0,0.0,0.0,0.0,0.0,0.0
